acc_mean,acc_std,acc_rms,acc_max,acc_min,acc_range,hrv_rmssd,hrv_lf_hf,label,window_start
9.765207854986038,0.12575611217662513,9.766017563512305,10.1039342876822,9.442818179717325,0.661116107964876,0.0,0.0,0,0.0
9.776172578322774,0.12181676312884905,9.776931502518023,10.06859317928776,9.442818179717325,0.6257749995704351,0.0,0.0,0,1.0
9.786215969215467,0.116684900496664,9.786911584464823,10.07103351908333,9.407468463327422,0.6635650557559085,0.0,0.0,0,2.0
9.784117451479212,0.12062679159840006,9.784861017264953,10.07103351908333,9.407468463327422,0.6635650557559085,0.0,0.0,0,3.0
9.774720192182476,0.13478649712346233,9.77564945337478,10.07103351908333,9.39749670704385,0.6735368120394813,0.0,0.0,0,4.0
9.756106116435166,0.13260756152522607,9.757007293249162,10.045347229289787,9.395992529504268,0.6493546997855191,0.0,0.0,0,5.0
9.776346225895189,0.14156448143137887,9.777371120652933,10.102979599187558,9.395992529504268,0.7069870696832901,0.0,0.0,0,6.0
9.800909566078985,0.13201864746600644,9.80179867400557,10.102979599187558,9.395992529504268,0.7069870696832901,0.0,0.0,0,7.0
9.82132054007342,0.13451888805149373,9.822241723868878,10.102979599187558,9.3575100295164,0.7454695696711582,0.0,0.0,0,8.0
9.813397061815222,0.14230806511827887,9.81442884116245,10.376532289787374,9.3575100295164,1.0190222602709742,0.0,0.0,0,9.0
9.809502194273295,0.19341579818733795,9.811408816803072,10.533480440334051,9.288690298212122,1.2447901421219285,0.0,0.0,0,10.0
9.80594435989563,0.19006969562322865,9.807786257793511,10.533480440334051,9.288690298212122,1.2447901421219285,0.0,0.0,0,11.0
9.798652672532224,0.18770140811873046,9.800450296569675,10.533480440334051,9.288690298212122,1.2447901421219285,0.0,0.0,0,12.0
9.791211242586288,0.14148900247059662,9.79223349061736,10.188678751359275,9.482431984021819,0.706246767337456,0.0,0.0,0,13.0
9.795307049554086,0.13570421974800523,9.796247027831697,10.188678751359275,9.508056876402245,0.6806218749570299,0.0,0.0,0,14.0
9.789800656860256,0.1355141948695441,9.790738531799972,10.118813231011828,9.334224857206944,0.7845883738048833,0.0,0.0,0,15.0
9.787870101227343,0.15069199876162184,9.789030043727054,10.16559497066453,9.334224857206944,0.8313701134575862,0.0,0.0,0,16.0
9.78357000338288,0.1512412042607645,9.784738929218275,10.16559497066453,9.334224857206944,0.8313701134575862,0.0,0.0,0,17.0
9.792765386593244,0.16441896193880703,9.794145573346546,10.278301761774655,9.38822069934447,0.890081062430184,0.0,0.0,0,18.0
9.785873516136839,0.2069218394141005,9.788060947984278,10.55685779002919,9.256995323883446,1.2998624661457434,0.0,0.0,0,19.0
9.870612150578356,0.8997984196096642,9.911539810901086,13.129280947942275,7.123992879425134,6.0052880685171415,0.0,0.0,0,20.0
9.94360615256827,1.3972267823467983,10.04129204827251,14.646580665807292,7.123992879425134,7.522587786382158,0.0,0.0,0,21.0
9.89455735378252,1.700238549983764,10.03957550667072,14.646580665807292,7.123992879425134,7.522587786382158,0.0,0.0,0,22.0
9.950266699686349,1.8004745727470592,10.111850279844724,15.338806465302312,7.13446879101731,8.204337674285002,0.0,0.0,0,23.0
9.895195078779098,1.579926660999838,10.02053161769535,15.338806465302312,7.176568290771015,8.162238174531296,0.0,0.0,0,24.0
9.95843458960073,1.2723805428493304,10.039391003501052,15.338806465302312,7.176568290771015,8.162238174531296,0.0,0.0,0,25.0
9.819009497904936,0.7251446686103148,9.845749453970546,12.968601412642768,7.923064926365302,5.045536486277466,0.0,0.0,0,26.0
