acc_mean,acc_std,acc_rms,acc_max,acc_min,acc_range,hrv_rmssd,hrv_lf_hf,label,window_start
9.74194659123755,0.15246533093268627,9.743139589663146,10.154117498335342,9.264415628629797,0.8897018697055454,820.0,0.4999999993902439,0,0.0
9.727906646863376,0.1634797129554055,9.729280207016172,10.154117498335342,9.264415628629797,0.8897018697055454,0.0,0.0,0,1.0
9.734734856578406,0.15844814017220502,9.736024267687846,10.13473274684636,9.26609882798581,0.8686339188605512,0.0,0.0,0,2.0
9.73601265528146,0.15512150585462606,9.73724833335267,10.1768060987522,9.26609882798581,0.910707270766391,0.0,0.0,0,3.0
9.738289245911908,0.14625790914157377,9.739387496810567,10.1768060987522,9.369707192442034,0.8070989063101663,0.0,0.0,0,4.0
9.732726441839832,0.25691249497537255,9.736116680780006,11.641961897158914,8.859844444035122,2.782117453123792,0.0,0.0,0,5.0
9.712364640231126,0.2773935017813048,9.716325131429185,11.641961897158914,8.859844444035122,2.782117453123792,700.0,0.4999999992857143,0,6.0
9.750639295557319,0.3509346917256294,9.75695248681283,11.641961897158914,8.859844444035122,2.782117453123792,0.0,0.0,0,7.0
9.730771861004808,0.31592598063942695,9.735899046116181,10.7649357321305,8.775964641798415,1.9889710903320843,0.0,0.0,0,8.0
9.775470844220052,0.33472438155090367,9.781199856755862,10.7649357321305,8.775964641798415,1.9889710903320843,0.0,0.0,0,9.0
9.744181017583266,0.2743165919447576,9.748041510788013,10.284830846567191,8.775964641798415,1.5088662047687755,80.0,0.4999999937500001,0,10.0
9.771823116208877,0.24457055847863035,9.774883210174364,10.284830846567191,8.94768873117522,1.3371421153919716,680.0,0.4999999992647059,0,11.0
9.747355076576019,0.18812407058923625,9.749170305968983,10.250076879462904,9.301632038862857,0.9484448406000467,40.0,0.49999998750000035,0,12.0
9.747597226444832,0.19349165186559872,9.749517460281645,10.495698095453204,9.064409763007186,1.4312883324460177,720.0,0.49999999930555555,0,13.0
9.726833708607707,0.24239105241124045,9.729853411906891,10.495698095453204,8.736201542913257,1.7594965525399466,20.0,0.4999999750000012,0,14.0
9.734779608955654,0.285455001404076,9.738963938364565,10.495698095453204,8.736201542913257,1.7594965525399466,720.0,0.49999999930555555,0,15.0
9.711025734002352,0.31036310405705797,9.7159840501524,10.41079666711919,8.736201542913257,1.6745951242059327,680.0,0.4999999992647059,0,16.0
9.764410940168451,0.4486712019097117,9.774713645724075,11.568814090826251,8.737832322149469,2.830981768676782,0.0,0.0,0,17.0
9.745363242068604,0.52360286576228,9.759419279900643,11.568814090826251,8.270709072268229,3.2981050185580223,880.0,0.49999999943181817,0,18.0
9.811268132660215,0.5775822020602392,9.828254350142277,11.568814090826251,8.270709072268229,3.2981050185580223,60.0,0.4999999916666668,0,19.0
9.758493591257503,0.5929533202639801,9.776491743494997,11.605106770732444,8.270709072268229,3.3343976984642154,44.721359549995796,0.557773338550526,0,20.0
9.759113633716378,0.6849457447636607,9.783120646759842,12.301015348336088,8.209953653273567,4.091061695062521,20.0,0.4999999750000012,0,21.0
9.756436245216957,0.8783333598437111,9.795892899475652,13.034433217535774,8.209953653273567,4.824479564262207,0.0,0.0,0,22.0
9.738956917736424,0.8225164901857368,9.773628559657542,13.034433217535774,8.209953653273567,4.824479564262207,0.0,0.0,0,23.0
9.752765175579349,0.7683996927882334,9.782988636294654,13.034433217535774,8.214683081677588,4.819750135858186,20.0,0.4999999750000012,0,24.0
9.737336630902387,0.49367050627285314,9.749842831157698,11.337802032140093,8.53045525338478,2.8073467787553135,20.0,0.4999999750000012,0,25.0
9.762338629786838,0.4498410760777603,9.772697299945147,11.337802032140093,8.53045525338478,2.8073467787553135,800.0,0.499999999375,0,26.0
9.757067809135966,0.2796560853030812,9.761074723519148,10.53256370419377,8.792745917294551,1.7398177868992182,0.0,0.0,0,27.0
9.746044031435364,0.19372151347552202,9.747969136566866,10.46744372797867,9.21900961104825,1.2484341169304205,800.0,0.499999999375,0,28.0
9.74387108530323,0.159268509171235,9.745172660605968,10.207700581051542,9.21900961104825,0.988690970003292,0.0,0.0,0,29.0
9.742436965085616,0.17259136652289964,9.74396560946645,10.207700581051542,9.11080676047127,1.0968938205802718,0.0,0.0,0,30.0
9.74907505446434,0.2544347025597866,9.752394651337976,10.611409522301926,9.075296159580688,1.5361133627212382,0.0,0.0,0,31.0
9.756238970850292,0.3239803283458349,9.76161677743462,10.611409522301926,8.618613066549628,1.9927964557522984,0.0,0.0,0,32.0
9.74220871424506,0.37619501447603027,9.749469386629663,10.611409522301926,8.618613066549628,1.9927964557522984,0.0,0.0,0,33.0
9.713252653147476,0.3843387136470272,9.720853529947064,11.0448983513883,8.612206746641654,2.432691604746646,0.0,0.0,0,34.0
9.701878131315064,0.3391216316613711,9.707803188978966,11.0448983513883,8.612206746641654,2.432691604746646,720.0,0.49999999930555555,0,35.0
9.710023540599154,0.35562965649601047,9.716533827017184,11.0448983513883,8.612206746641654,2.432691604746646,0.0,0.0,0,36.0
9.670278022553047,0.5357011036486599,9.685104682238746,11.299352691636809,7.8435742298011055,3.4557784618357035,0.0,0.0,0,37.0
9.787316438632704,0.9060882305856817,9.829168782330267,12.760869762269342,7.58666925400073,5.174200508268612,0.0,0.0,0,38.0
9.78660851341303,1.1168827372780656,9.850133666282817,12.760869762269342,7.059623790323391,5.701245971945951,0.0,0.0,0,39.0
9.83272045152348,1.1103598949766926,9.895215539551463,12.760869762269342,7.059623790323391,5.701245971945951,0.0,0.0,0,40.0
9.738258012527822,0.9608510492395108,9.78554565966492,12.255400396678192,7.059623790323391,5.195776606354801,0.0,0.0,0,41.0
9.73363454130061,0.7130785557902358,9.75971938174086,11.655187427068688,8.015616169078957,3.639571257989731,0.0,0.0,0,42.0
9.731557837667275,0.5582311198849195,9.747555587483015,11.655187427068688,8.41486075794484,3.2403266691238475,700.0,0.4999999992857143,0,43.0
9.703287025122721,0.32367172921035514,9.708683869619247,10.772738684573202,8.666647331211765,2.106091353361437,20.0,0.4999999750000012,0,44.0
9.691089717950918,0.22697190970087613,9.693747271781293,10.347833217152274,9.022347260552545,1.3254859565997297,0.0,0.0,0,45.0
9.742749748898865,0.5619772701570753,9.758944160196947,12.973114708889302,8.096624858180103,4.8764898507091985,0.0,0.0,0,46.0
9.741957050271916,0.8473399999760372,9.778737763377343,12.973114708889302,7.579574183390581,5.393540525498721,0.0,0.0,0,47.0
9.743171133339816,0.9781429536952924,9.792147229867922,12.973114708889302,7.579574183390581,5.393540525498721,0.0,0.0,0,48.0
